"Date","Div","Home","Away","Res","AvgH","AvgD","AvgA","Season"
"2011-05-07","D1","Leverkusen","Hamburg","D",1.43,4.39,7.08,2010
"2011-05-07","D1","M'gladbach","Freiburg","H",1.6,3.92,5.43,2010
"2011-05-07","D1","Nurnberg","Hoffenheim","A",1.77,3.65,4.39,2010
"2011-05-07","D1","Schalke 04","Mainz","A",2.4,3.29,2.9,2010
"2011-05-07","D1","St Pauli","Bayern Munich","A",11.84,6.34,1.22,2010
"2011-05-07","D1","Stuttgart","Hannover","H",2.09,3.45,3.38,2010
"2011-05-07","D1","Werder Bremen","Dortmund","H",2.04,3.52,3.44,2010
"2011-05-07","D1","Wolfsburg","Kaiserslautern","A",1.46,4.31,6.65,2010
"2011-05-14","D1","Bayern Munich","Stuttgart","H",1.28,5.71,9.2,2010
"2011-05-14","D1","Dortmund","Ein Frankfurt","H",1.55,4.22,5.46,2010
"2011-05-14","D1","FC Koln","Schalke 04","H",2.26,3.38,3.06,2010
"2011-05-14","D1","Freiburg","Leverkusen","A",4.19,3.54,1.84,2010
"2011-05-14","D1","Hamburg","M'gladbach","D",2.76,3.5,2.39,2010
"2011-05-14","D1","Hannover","Nurnberg","H",2.04,3.51,3.44,2010
"2011-05-14","D1","Hoffenheim","Wolfsburg","A",3.43,3.56,2.02,2010
"2011-05-14","D1","Kaiserslautern","Werder Bremen","H",2.21,3.43,3.11,2010
"2011-05-14","D1","Mainz","St Pauli","H",1.36,4.93,7.97,2010
"2011-08-05","D1","Dortmund","Hamburg","H",1.52,4.1,6.36,2011
"2011-08-06","D1","Augsburg","Freiburg","D",2.24,3.33,3.16,2011
"2011-08-06","D1","FC Koln","Wolfsburg","A",2.58,3.33,2.66,2011
"2011-08-06","D1","Hannover","Hoffenheim","H",2.13,3.37,3.38,2011
"2011-08-06","D1","Hertha","Nurnberg","A",2.08,3.36,3.47,2011
"2011-08-06","D1","Stuttgart","Schalke 04","H",2.27,3.35,3.08,2011
"2011-08-06","D1","Werder Bremen","Kaiserslautern","H",1.82,3.55,4.31,2011
"2011-08-07","D1","Bayern Munich","M'gladbach","A",1.21,6.22,12.94,2011
"2011-08-07","D1","Mainz","Leverkusen","H",3.84,3.47,1.94,2011
"2011-08-13","D1","Freiburg","Mainz","A",2.39,3.31,2.92,2011
"2011-08-13","D1","Hamburg","Hertha","D",1.92,3.48,3.93,2011
"2011-08-13","D1","Hoffenheim","Dortmund","H",4.84,3.68,1.71,2011
"2011-08-13","D1","M'gladbach","Stuttgart","D",2.56,3.33,2.68,2011
"2011-08-13","D1","Nurnberg","Hannover","A",2.28,3.31,3.09,2011
"2011-08-13","D1","Schalke 04","FC Koln","H",1.6,3.83,5.64,2011
"2011-08-13","D1","Wolfsburg","Bayern Munich","A",4.11,3.64,1.84,2011
"2011-08-14","D1","Kaiserslautern","Augsburg","D",1.85,3.48,4.25,2011
"2011-08-14","D1","Leverkusen","Werder Bremen","H",1.87,3.54,4.03,2011
"2011-08-19","D1","M'gladbach","Wolfsburg","H",2.73,3.37,2.53,2011
"2011-08-20","D1","Augsburg","Hoffenheim","A",2.78,3.29,2.5,2011
"2011-08-20","D1","Bayern Munich","Hamburg","H",1.32,4.98,9.49,2011
"2011-08-20","D1","Dortmund","Nurnberg","H",1.31,5.04,10.06,2011
"2011-08-20","D1","FC Koln","Kaiserslautern","D",2.31,3.31,3.06,2011
"2011-08-20","D1","Stuttgart","Leverkusen","A",2.36,3.42,2.89,2011
"2011-08-20","D1","Werder Bremen","Freiburg","H",1.58,3.96,5.66,2011
"2011-08-21","D1","Hannover","Hertha","D",2.16,3.33,3.34,2011
"2011-08-21","D1","Mainz","Schalke 04","A",2.48,3.29,2.81,2011
"2011-08-26","D1","Hertha","Stuttgart","H",2.4,3.38,2.87,2011
"2011-08-27","D1","Freiburg","Wolfsburg","H",2.8,3.35,2.43,2011
"2011-08-27","D1","Hamburg","FC Koln","A",1.86,3.54,4.07,2011
"2011-08-27","D1","Hoffenheim","Werder Bremen","A",2.29,3.38,3,2011
"2011-08-27","D1","Kaiserslautern","Bayern Munich","A",6.34,4.17,1.5,2011
"2011-08-27","D1","Leverkusen","Dortmund","D",2.69,3.29,2.58,2011
"2011-08-27","D1","Nurnberg","Augsburg","H",1.78,3.5,4.55,2011
"2011-08-28","D1","Hannover","Mainz","D",2.24,3.32,3.16,2011
"2011-08-28","D1","Schalke 04","M'gladbach","H",1.77,3.58,4.52,2011
"2011-09-09","D1","Augsburg","Leverkusen","A",4.7,3.6,1.75,2011
"2011-09-10","D1","Bayern Munich","Freiburg","H",1.16,7.29,15.41,2011
"2011-09-10","D1","Dortmund","Hertha","A",1.41,4.42,7.65,2011
"2011-09-10","D1","Mainz","Hoffenheim","A",2.22,3.28,3.23,2011
"2011-09-10","D1","M'gladbach","Kaiserslautern","H",1.91,3.49,3.88,2011
"2011-09-10","D1","Stuttgart","Hannover","H",1.87,3.52,4.05,2011
"2011-09-10","D1","Werder Bremen","Hamburg","H",1.58,4.06,5.29,2011
"2011-09-11","D1","FC Koln","Nurnberg","A",2.53,3.3,2.72,2011
"2011-09-11","D1","Wolfsburg","Schalke 04","H",2.53,3.31,2.71,2011
"2011-09-16","D1","Freiburg","Stuttgart","A",3.4,3.47,2.09,2011
"2011-09-17","D1","Hamburg","M'gladbach","A",2.4,3.38,2.84,2011
"2011-09-17","D1","Hertha","Augsburg","D",1.56,3.91,5.96,2011
"2011-09-17","D1","Hoffenheim","Wolfsburg","H",2.01,3.48,3.57,2011
"2011-09-17","D1","Kaiserslautern","Mainz","H",2.5,3.33,2.73,2011
"2011-09-17","D1","Leverkusen","FC Koln","A",1.41,4.54,7.38,2011
"2011-09-17","D1","Nurnberg","Werder Bremen","D",2.67,3.37,2.54,2011
"2011-09-18","D1","Hannover","Dortmund","H",4.2,3.5,1.85,2011
"2011-09-18","D1","Schalke 04","Bayern Munich","A",4.81,3.81,1.68,2011
"2011-09-23","D1","Stuttgart","Hamburg","A",1.55,4.19,5.64,2011
"2011-09-24","D1","Augsburg","Hannover","D",2.93,3.35,2.34,2011
"2011-09-24","D1","Bayern Munich","Leverkusen","H",1.33,5.01,8.86,2011
"2011-09-24","D1","Mainz","Dortmund","A",3.76,3.44,1.96,2011
"2011-09-24","D1","M'gladbach","Nurnberg","H",2.06,3.33,3.53,2011
"2011-09-24","D1","Schalke 04","Freiburg","H",1.38,4.63,7.92,2011
"2011-09-24","D1","Wolfsburg","Kaiserslautern","H",1.84,3.52,4.16,2011
"2011-09-25","D1","FC Koln","Hoffenheim","H",2.92,3.4,2.31,2011
"2011-09-25","D1","Werder Bremen","Hertha","H",1.83,3.57,4.18,2011
"2011-09-30","D1","Kaiserslautern","Stuttgart","A",2.97,3.37,2.34,2011
"2011-10-01","D1","Dortmund","Augsburg","H",1.24,5.65,12.34,2011
"2011-10-01","D1","Freiburg","M'gladbach","H",2.92,3.35,2.35,2011
"2011-10-01","D1","Hertha","FC Koln","H",1.96,3.47,3.71,2011
"2011-10-01","D1","Hoffenheim","Bayern Munich","D",6.3,4.21,1.49,2011
"2011-10-01","D1","Leverkusen","Wolfsburg","H",1.7,3.73,4.78,2011
"2011-10-01","D1","Nurnberg","Mainz","D",2.11,3.35,3.38,2011
"2011-10-02","D1","Hamburg","Schalke 04","A",2.74,3.4,2.45,2011
"2011-10-02","D1","Hannover","Werder Bremen","H",2.68,3.37,2.52,2011
"2011-10-14","D1","Werder Bremen","Dortmund","A",2.85,3.39,2.39,2011
"2011-10-15","D1","Bayern Munich","Hertha","H",1.19,6.65,13.47,2011
"2011-10-15","D1","Mainz","Augsburg","A",1.66,3.71,5.16,2011
"2011-10-15","D1","M'gladbach","Leverkusen","D",2.65,3.3,2.59,2011
"2011-10-15","D1","Schalke 04","Kaiserslautern","A",1.46,4.22,6.98,2011
"2011-10-15","D1","Stuttgart","Hoffenheim","H",2.03,3.44,3.52,2011
"2011-10-15","D1","Wolfsburg","Nurnberg","H",2.08,3.41,3.45,2011
"2011-10-16","D1","FC Koln","Hannover","H",2.43,3.37,2.8,2011
"2011-10-16","D1","Freiburg","Hamburg","A",2.51,3.37,2.71,2011
"2011-10-21","D1","Augsburg","Werder Bremen","D",3.73,3.55,1.96,2011
"2011-10-22","D1","Dortmund","FC Koln","H",1.29,5.27,9.91,2011
"2011-10-22","D1","Hamburg","Wolfsburg","D",2.21,3.45,3.07,2011
"2011-10-22","D1","Hertha","Mainz","D",1.97,3.44,3.73,2011
"2011-10-22","D1","Hoffenheim","M'gladbach","H",1.99,3.4,3.68,2011
"2011-10-22","D1","Kaiserslautern","Freiburg","H",1.97,3.45,3.71,2011
"2011-10-22","D1","Nurnberg","Stuttgart","D",2.51,3.33,2.71,2011
"2011-10-23","D1","Hannover","Bayern Munich","H",8.03,4.48,1.39,2011
"2011-10-23","D1","Leverkusen","Schalke 04","A",2.02,3.42,3.57,2011
"2011-10-28","D1","Freiburg","Leverkusen","A",3.44,3.45,2.08,2011
"2011-10-29","D1","Bayern Munich","Nurnberg","H",1.17,6.78,15.83,2011
"2011-10-29","D1","Mainz","Werder Bremen","A",2.68,3.34,2.54,2011
"2011-10-29","D1","M'gladbach","Hannover","H",2.04,3.37,3.58,2011
"2011-10-29","D1","Schalke 04","Hoffenheim","H",1.92,3.43,3.92,2011
"2011-10-29","D1","Stuttgart","Dortmund","D",3.21,3.36,2.19,2011
"2011-10-29","D1","Wolfsburg","Hertha","A",2.17,3.35,3.23,2011
"2011-10-30","D1","FC Koln","Augsburg","H",1.91,3.46,3.92,2011
"2011-10-30","D1","Hamburg","Kaiserslautern","D",1.89,3.44,4.06,2011
"2011-11-04","D1","Mainz","Stuttgart","H",2.54,3.34,2.73,2011
"2011-11-05","D1","Dortmund","Wolfsburg","H",1.34,4.84,9.17,2011
"2011-11-05","D1","Hertha","M'gladbach","A",2.18,3.31,3.29,2011
"2011-11-05","D1","Hoffenheim","Kaiserslautern","D",1.7,3.62,4.95,2011
"2011-11-05","D1","Leverkusen","Hamburg","D",1.65,3.75,5.18,2011
"2011-11-05","D1","Nurnberg","Freiburg","A",1.75,3.62,4.6,2011
"2011-11-05","D1","Werder Bremen","FC Koln","H",1.49,4.21,6.43,2011
"2011-11-06","D1","Augsburg","Bayern Munich","A",14.92,6.18,1.2,2011
"2011-11-06","D1","Hannover","Schalke 04","D",2.72,3.33,2.51,2011
"2011-11-18","D1","Kaiserslautern","Leverkusen","A",3,3.35,2.33,2011
"2011-11-19","D1","Bayern Munich","Dortmund","A",1.6,3.9,5.45,2011
"2011-11-19","D1","Freiburg","Hertha","D",2.61,3.33,2.61,2011
"2011-11-19","D1","M'gladbach","Werder Bremen","H",2.45,3.33,2.81,2011
"2011-11-19","D1","Schalke 04","Nurnberg","H",1.72,3.62,4.81,2011
"2011-11-19","D1","Wolfsburg","Hannover","H",2.31,3.36,2.97,2011
"2011-11-20","D1","Hamburg","Hoffenheim","H",2.3,3.37,2.99,2011
"2011-11-20","D1","Stuttgart","Augsburg","H",1.39,4.51,7.94,2011
"2011-11-25","D1","FC Koln","M'gladbach","A",3.36,3.4,2.12,2011
"2011-11-26","D1","Augsburg","Wolfsburg","H",2.88,3.33,2.38,2011
"2011-11-26","D1","Dortmund","Schalke 04","H",1.68,3.69,4.98,2011
"2011-11-26","D1","Hannover","Hamburg","D",2.19,3.39,3.17,2011
"2011-11-26","D1","Hertha","Leverkusen","D",2.78,3.29,2.47,2011
"2011-11-26","D1","Hoffenheim","Freiburg","D",1.63,3.69,5.46,2011
"2011-11-26","D1","Nurnberg","Kaiserslautern","H",2.02,3.32,3.65,2011
"2011-11-27","D1","Mainz","Bayern Munich","H",8.73,4.77,1.35,2011
"2011-11-27","D1","Werder Bremen","Stuttgart","H",2.14,3.39,3.29,2011
"2011-12-02","D1","Leverkusen","Hoffenheim","H",1.75,3.68,4.62,2011
"2011-12-03","D1","Bayern Munich","Werder Bremen","H",1.3,5.31,9.57,2011
"2011-12-03","D1","Freiburg","Hannover","D",2.39,3.36,2.86,2011
"2011-12-03","D1","Kaiserslautern","Hertha","D",2.41,3.34,2.85,2011
"2011-12-03","D1","M'gladbach","Dortmund","D",3.44,3.42,2.07,2011
"2011-12-03","D1","Stuttgart","FC Koln","D",1.44,4.35,7.23,2011
"2011-12-03","D1","Wolfsburg","Mainz","D",2.33,3.39,2.92,2011
"2011-12-04","D1","Hamburg","Nurnberg","H",1.89,3.5,3.95,2011
"2011-12-04","D1","Schalke 04","Augsburg","H",1.36,4.68,8.4,2011
"2011-12-09","D1","Hertha","Schalke 04","A",2.81,3.38,2.45,2011
"2011-12-10","D1","Augsburg","M'gladbach","H",3.92,3.4,1.94,2011
"2011-12-10","D1","FC Koln","Freiburg","H",2.21,3.33,3.17,2011
"2011-12-10","D1","Hannover","Leverkusen","D",2.73,3.34,2.5,2011
"2011-12-10","D1","Mainz","Hamburg","D",2.21,3.36,3.18,2011
"2011-12-10","D1","Nurnberg","Hoffenheim","A",2.28,3.31,3.06,2011
"2011-12-10","D1","Werder Bremen","Wolfsburg","H",1.62,3.94,5.2,2011
"2011-12-11","D1","Dortmund","Kaiserslautern","D",1.24,5.69,12.34,2011
"2011-12-11","D1","Stuttgart","Bayern Munich","A",5.6,4.07,1.56,2011
"2011-12-13","D1","FC Koln","Mainz","D",2.52,3.4,2.71,2011
"2011-12-16","D1","Bayern Munich","FC Koln","H",1.13,8.42,17.64,2011
"2011-12-17","D1","Freiburg","Dortmund","A",5.93,3.89,1.56,2011
"2011-12-17","D1","Hamburg","Augsburg","D",1.57,3.89,5.89,2011
"2011-12-17","D1","Hoffenheim","Hertha","D",1.97,3.42,3.78,2011
"2011-12-17","D1","Leverkusen","Nurnberg","A",1.49,3.97,6.87,2011
"2011-12-17","D1","Schalke 04","Werder Bremen","H",2.02,3.46,3.56,2011
"2011-12-17","D1","Wolfsburg","Stuttgart","H",2.62,3.38,2.58,2011
"2011-12-18","D1","Kaiserslautern","Hannover","D",2.28,3.28,3.12,2011
"2011-12-18","D1","M'gladbach","Mainz","H",1.87,3.42,4.23,2011
"2012-01-20","D1","M'gladbach","Bayern Munich","H",5.08,3.68,1.68,2011
"2012-01-21","D1","Freiburg","Augsburg","H",2.08,3.31,3.53,2011
"2012-01-21","D1","Hoffenheim","Hannover","D",1.95,3.41,3.81,2011
"2012-01-21","D1","Kaiserslautern","Werder Bremen","D",2.85,3.31,2.42,2011
"2012-01-21","D1","Nurnberg","Hertha","H",2.16,3.33,3.3,2011
"2012-01-21","D1","Schalke 04","Stuttgart","H",1.83,3.5,4.25,2011
"2012-01-21","D1","Wolfsburg","FC Koln","H",1.81,3.53,4.27,2011
"2012-01-22","D1","Hamburg","Dortmund","A",4.26,3.5,1.83,2011
"2012-01-22","D1","Leverkusen","Mainz","H",1.78,3.52,4.54,2011
"2012-01-27","D1","Hannover","Nurnberg","H",2.23,3.28,3.25,2011
"2012-01-28","D1","Augsburg","Kaiserslautern","D",2.46,3.23,2.85,2011
"2012-01-28","D1","Bayern Munich","Wolfsburg","H",1.19,6.53,13.49,2011
"2012-01-28","D1","Dortmund","Hoffenheim","H",1.34,4.67,9.56,2011
"2012-01-28","D1","FC Koln","Schalke 04","A",3.78,3.51,1.93,2011
"2012-01-28","D1","Hertha","Hamburg","A",2.36,3.28,2.96,2011
"2012-01-28","D1","Werder Bremen","Leverkusen","D",2.25,3.34,3.11,2011
"2012-01-29","D1","Mainz","Freiburg","H",1.71,3.64,4.83,2011
"2012-01-29","D1","Stuttgart","M'gladbach","A",2.52,3.27,2.74,2011
"2012-02-03","D1","Nurnberg","Dortmund","A",5.79,3.81,1.59,2011
"2012-02-04","D1","Hamburg","Bayern Munich","D",6.16,4.01,1.52,2011
"2012-02-04","D1","Hertha","Hannover","A",2.39,3.3,2.89,2011
"2012-02-04","D1","Hoffenheim","Augsburg","D",1.63,3.69,5.47,2011
"2012-02-04","D1","Leverkusen","Stuttgart","D",1.73,3.6,4.7,2011
"2012-02-04","D1","Schalke 04","Mainz","D",1.66,3.75,5.02,2011
"2012-02-04","D1","Wolfsburg","M'gladbach","D",2.84,3.33,2.41,2011
"2012-02-05","D1","Freiburg","Werder Bremen","D",3.19,3.36,2.19,2011
"2012-02-05","D1","Kaiserslautern","FC Koln","A",1.77,3.52,4.49,2011
"2012-02-10","D1","Wolfsburg","Freiburg","H",1.67,3.76,5.12,2011
"2012-02-11","D1","Bayern Munich","Kaiserslautern","H",1.14,7.55,18.04,2011
"2012-02-11","D1","Dortmund","Leverkusen","H",1.41,4.3,7.94,2011
"2012-02-11","D1","Mainz","Hannover","D",1.91,3.46,3.94,2011
"2012-02-11","D1","M'gladbach","Schalke 04","H",2.41,3.29,2.88,2011
"2012-02-11","D1","Stuttgart","Hertha","H",1.84,3.5,4.18,2011
"2012-02-11","D1","Werder Bremen","Hoffenheim","D",1.88,3.45,4.09,2011
"2012-02-12","D1","Augsburg","Nurnberg","D",2.62,3.22,2.65,2011
"2012-02-12","D1","FC Koln","Hamburg","A",3.03,3.36,2.28,2011
"2012-02-17","D1","Hoffenheim","Mainz","D",2.29,3.26,3.16,2011
"2012-02-18","D1","Freiburg","Bayern Munich","D",9.41,5.18,1.31,2011
"2012-02-18","D1","Hamburg","Werder Bremen","A",2.07,3.4,3.47,2011
"2012-02-18","D1","Hertha","Dortmund","A",7.12,3.99,1.48,2011
"2012-02-18","D1","Kaiserslautern","M'gladbach","A",3.19,3.26,2.25,2011
"2012-02-18","D1","Leverkusen","Augsburg","H",1.49,4,6.81,2011
"2012-02-18","D1","Nurnberg","FC Koln","H",1.77,3.5,4.6,2011
"2012-02-19","D1","Hannover","Stuttgart","H",2.44,3.24,2.87,2011
"2012-02-19","D1","Schalke 04","Wolfsburg","H",1.65,3.74,5.17,2011
"2012-02-24","D1","M'gladbach","Hamburg","D",1.74,3.64,4.74,2011
"2012-02-25","D1","Augsburg","Hertha","H",2.62,3.21,2.69,2011
"2012-02-25","D1","FC Koln","Leverkusen","A",3.8,3.41,1.95,2011
"2012-02-25","D1","Mainz","Kaiserslautern","H",1.76,3.47,4.76,2011
"2012-02-25","D1","Stuttgart","Freiburg","H",1.69,3.68,4.97,2011
"2012-02-25","D1","Werder Bremen","Nurnberg","A",1.8,3.56,4.32,2011
"2012-02-25","D1","Wolfsburg","Hoffenheim","A",2.2,3.31,3.24,2011
"2012-02-26","D1","Bayern Munich","Schalke 04","H",1.43,4.38,7.19,2011
"2012-02-26","D1","Dortmund","Hannover","H",1.27,5.29,11.03,2011
"2012-03-03","D1","Dortmund","Mainz","H",1.29,5.1,10.46,2011
"2012-03-03","D1","Freiburg","Schalke 04","H",3.78,3.5,1.93,2011
"2012-03-03","D1","Hamburg","Stuttgart","A",1.99,3.42,3.69,2011
"2012-03-03","D1","Hannover","Augsburg","D",1.73,3.57,4.86,2011
"2012-03-03","D1","Hertha","Werder Bremen","H",2.51,3.31,2.74,2011
"2012-03-03","D1","Kaiserslautern","Wolfsburg","D",2.3,3.27,3.07,2011
"2012-03-03","D1","Leverkusen","Bayern Munich","H",4.44,3.58,1.78,2011
"2012-03-04","D1","Hoffenheim","FC Koln","D",1.61,3.72,5.55,2011
"2012-03-04","D1","Nurnberg","M'gladbach","H",2.9,3.22,2.42,2011
"2012-03-09","D1","Stuttgart","Kaiserslautern","D",1.62,3.84,5.48,2011
"2012-03-10","D1","Augsburg","Dortmund","D",8.2,4.44,1.39,2011
"2012-03-10","D1","Bayern Munich","Hoffenheim","H",1.25,5.62,11.62,2011
"2012-03-10","D1","FC Koln","Hertha","H",2.37,3.26,2.95,2011
"2012-03-10","D1","Mainz","Nurnberg","H",1.97,3.34,3.87,2011
"2012-03-10","D1","M'gladbach","Freiburg","D",1.54,4.02,5.97,2011
"2012-03-10","D1","Wolfsburg","Leverkusen","H",2.91,3.32,2.37,2011
"2012-03-11","D1","Schalke 04","Hamburg","H",1.81,3.49,4.34,2011
"2012-03-11","D1","Werder Bremen","Hannover","H",1.97,3.42,3.71,2011
"2012-03-16","D1","Hoffenheim","Stuttgart","A",2.35,3.32,3,2011
"2012-03-17","D1","Augsburg","Mainz","H",2.9,3.23,2.43,2011
"2012-03-17","D1","Dortmund","Werder Bremen","H",1.35,4.75,8.82,2011
"2012-03-17","D1","Hamburg","Freiburg","A",1.81,3.56,4.32,2011
"2012-03-17","D1","Hertha","Bayern Munich","A",8.99,4.64,1.35,2011
"2012-03-17","D1","Leverkusen","M'gladbach","A",2.08,3.33,3.5,2011
"2012-03-17","D1","Nurnberg","Wolfsburg","A",2.03,3.36,3.6,2011
"2012-03-18","D1","Hannover","FC Koln","H",1.61,3.69,5.77,2011
"2012-03-18","D1","Kaiserslautern","Schalke 04","A",3.46,3.29,2.11,2011
"2012-03-23","D1","Wolfsburg","Hamburg","H",2.02,3.5,3.6,2011
"2012-03-24","D1","Bayern Munich","Hannover","H",1.18,6.68,15.01,2011
"2012-03-24","D1","Freiburg","Kaiserslautern","H",1.98,3.39,3.79,2011
"2012-03-24","D1","Mainz","Hertha","A",1.71,3.57,5.04,2011
"2012-03-24","D1","M'gladbach","Hoffenheim","A",1.69,3.58,5.23,2011
"2012-03-24","D1","Schalke 04","Leverkusen","H",1.92,3.54,3.82,2011
"2012-03-24","D1","Werder Bremen","Augsburg","D",1.81,3.5,4.47,2011
"2012-03-25","D1","FC Koln","Dortmund","A",7.73,4.41,1.41,2011
"2012-03-25","D1","Stuttgart","Nurnberg","H",1.83,3.5,4.3,2011
"2012-03-30","D1","Dortmund","Stuttgart","D",1.29,5.38,10.42,2011
"2012-03-31","D1","Augsburg","FC Koln","H",1.99,3.42,3.73,2011
"2012-03-31","D1","Hertha","Wolfsburg","A",2.41,3.32,2.86,2011
"2012-03-31","D1","Kaiserslautern","Hamburg","A",2.57,3.29,2.69,2011
"2012-03-31","D1","Leverkusen","Freiburg","A",1.68,3.74,4.99,2011
"2012-03-31","D1","Nurnberg","Bayern Munich","A",8.71,4.69,1.36,2011
"2012-03-31","D1","Werder Bremen","Mainz","A",2.07,3.38,3.47,2011
"2012-04-01","D1","Hannover","M'gladbach","H",2.64,3.24,2.65,2011
"2012-04-01","D1","Hoffenheim","Schalke 04","D",2.91,3.33,2.37,2011
"2012-04-07","D1","Bayern Munich","Augsburg","H",1.13,8.02,19.7,2011
"2012-04-07","D1","FC Koln","Werder Bremen","D",2.86,3.39,2.39,2011
"2012-04-07","D1","Freiburg","Nurnberg","D",2.13,3.32,3.38,2011
"2012-04-07","D1","Kaiserslautern","Hoffenheim","A",2.78,3.3,2.49,2011
"2012-04-07","D1","M'gladbach","Hertha","D",1.6,3.74,5.88,2011
"2012-04-07","D1","Stuttgart","Mainz","H",2.01,3.41,3.67,2011
"2012-04-07","D1","Wolfsburg","Dortmund","A",5.56,3.93,1.59,2011
"2012-04-08","D1","Hamburg","Leverkusen","D",2.71,3.29,2.57,2011
"2012-04-08","D1","Schalke 04","Hannover","H",1.69,3.71,4.9,2011
"2012-04-10","D1","Augsburg","Stuttgart","A",2.78,3.35,2.48,2011
"2012-04-10","D1","Hertha","Freiburg","A",2.13,3.4,3.38,2011
"2012-04-10","D1","Mainz","FC Koln","H",1.53,4.14,6.07,2011
"2012-04-10","D1","Werder Bremen","M'gladbach","D",2.43,3.35,2.87,2011
"2012-04-11","D1","Dortmund","Bayern Munich","H",2.55,3.34,2.7,2011
"2012-04-11","D1","Hannover","Wolfsburg","H",2.1,3.44,3.37,2011
"2012-04-11","D1","Hoffenheim","Hamburg","H",2.17,3.34,3.29,2011
"2012-04-11","D1","Leverkusen","Kaiserslautern","H",1.42,4.47,7.43,2011
"2012-04-11","D1","Nurnberg","Schalke 04","H",3,3.32,2.32,2011
"2012-04-13","D1","Stuttgart","Werder Bremen","H",1.77,3.76,4.38,2011
"2012-04-14","D1","Bayern Munich","Mainz","D",1.3,5.24,10.17,2011
"2012-04-14","D1","Hamburg","Hannover","H",2.33,3.32,2.99,2011
"2012-04-14","D1","Kaiserslautern","Nurnberg","A",2.9,3.33,2.38,2011
"2012-04-14","D1","Leverkusen","Hertha","D",1.54,3.99,6.13,2011
"2012-04-14","D1","Schalke 04","Dortmund","A",3.27,3.4,2.16,2011
"2012-04-14","D1","Wolfsburg","Augsburg","A",1.77,3.64,4.49,2011
"2012-04-15","D1","Freiburg","Hoffenheim","D",2.28,3.36,3.06,2011
"2012-04-15","D1","M'gladbach","FC Koln","H",1.5,4.16,6.52,2011
"2012-04-20","D1","Mainz","Wolfsburg","D",1.98,3.57,3.64,2011
"2012-04-21","D1","Dortmund","M'gladbach","H",1.44,4.2,7.51,2011
"2012-04-21","D1","FC Koln","Stuttgart","D",3.79,3.66,1.9,2011
"2012-04-21","D1","Hertha","Kaiserslautern","A",1.55,3.98,5.95,2011
"2012-04-21","D1","Hoffenheim","Leverkusen","A",2.38,3.36,2.89,2011
"2012-04-21","D1","Nurnberg","Hamburg","D",2.19,3.33,3.26,2011
"2012-04-21","D1","Werder Bremen","Bayern Munich","A",3.11,3.41,2.23,2011
"2012-04-22","D1","Augsburg","Schalke 04","D",3.14,3.38,2.22,2011
"2012-04-22","D1","Hannover","Freiburg","D",1.86,3.55,4.13,2011
"2012-04-28","D1","Bayern Munich","Stuttgart","H",1.67,3.83,4.85,2011
"2012-04-28","D1","Freiburg","FC Koln","H",2.27,3.4,2.99,2011
"2012-04-28","D1","Hamburg","Mainz","D",2.12,3.33,3.4,2011
"2012-04-28","D1","Hoffenheim","Nurnberg","A",1.91,3.49,3.89,2011
"2012-04-28","D1","Kaiserslautern","Dortmund","A",6.64,4.12,1.49,2011
"2012-04-28","D1","Leverkusen","Hannover","H",1.85,3.56,4.09,2011
"2012-04-28","D1","M'gladbach","Augsburg","D",1.74,3.62,4.62,2011
"2012-04-28","D1","Schalke 04","Hertha","H",1.45,4.33,6.72,2011
"2012-04-28","D1","Wolfsburg","Werder Bremen","H",2.08,3.49,3.33,2011
"2012-05-05","D1","Augsburg","Hamburg","H",2.4,3.35,2.83,2011
"2012-05-05","D1","Dortmund","Freiburg","H",1.3,5.24,9.5,2011
"2012-05-05","D1","FC Koln","Bayern Munich","A",4.69,3.88,1.67,2011
"2012-05-05","D1","Hannover","Kaiserslautern","H",1.35,4.73,8.4,2011
"2012-05-05","D1","Hertha","Hoffenheim","H",1.95,3.59,3.58,2011
"2012-05-05","D1","Mainz","M'gladbach","A",2.33,3.33,2.91,2011
"2012-05-05","D1","Nurnberg","Leverkusen","A",2.52,3.35,2.67,2011
"2012-05-05","D1","Stuttgart","Wolfsburg","H",1.89,3.71,3.71,2011
"2012-05-05","D1","Werder Bremen","Schalke 04","A",2.51,3.47,2.62,2011
"2012-08-24","D1","Dortmund","Werder Bremen","H",1.3,5.45,9.71,2012
"2012-08-25","D1","Augsburg","Fortuna Dusseldorf","A",2.05,3.37,3.58,2012
"2012-08-25","D1","Ein Frankfurt","Leverkusen","H",2.87,3.35,2.4,2012
"2012-08-25","D1","Freiburg","Mainz","D",2.53,3.26,2.77,2012
"2012-08-25","D1","Greuther Furth","Bayern Munich","A",8.13,4.63,1.38,2012
"2012-08-25","D1","Hamburg","Nurnberg","A",2.1,3.31,3.51,2012
"2012-08-25","D1","M'gladbach","Hoffenheim","H",1.96,3.38,3.89,2012
"2012-08-25","D1","Stuttgart","Wolfsburg","A",1.98,3.44,3.72,2012
"2012-08-26","D1","Hannover","Schalke 04","D",2.84,3.35,2.42,2012
"2012-08-31","D1","Mainz","Greuther Furth","A",1.83,3.5,4.43,2012
"2012-09-01","D1","Fortuna Dusseldorf","M'gladbach","D",2.98,3.31,2.35,2012
"2012-09-01","D1","Hoffenheim","Ein Frankfurt","A",2.04,3.39,3.61,2012
"2012-09-01","D1","Leverkusen","Freiburg","H",1.6,3.89,5.58,2012
