"Date","Div","Res","Odds","OddsDraw","OddsOpp","Season","Team","Res_1_0","Odds_Intervall","Country"
"2016-02-27","E0","Draw",2.37,3.22,3.1,2015,"Watford",0,"(2,2.5]","EN"
"2016-03-02","E0","Lost",5.87,3.71,1.65,2015,"Watford",0,"(5,10]","EN"
"2016-03-05","E0","Lost",2.94,3.25,2.5,2015,"Watford",0,"(2.5,3]","EN"
"2016-03-19","E0","Lost",2.39,3.16,3.17,2015,"Watford",0,"(2,2.5]","EN"
"2016-04-02","E0","Lost",9.07,5.03,1.35,2015,"Watford",0,"(5,10]","EN"
"2016-04-09","E0","Draw",3.35,3.32,2.21,2015,"Watford",0,"(3,3.5]","EN"
"2016-04-16","E0","Win",3.31,3.14,2.34,2015,"Watford",1,"(3,3.5]","EN"
"2016-04-20","E0","Lost",6.3,4.16,1.54,2015,"Watford",0,"(5,10]","EN"
"2016-04-30","E0","Win",1.7,3.74,5.16,2015,"Watford",1,"(1.5,2]","EN"
"2016-05-08","E0","Lost",6.55,4.42,1.49,2015,"Watford",0,"(5,10]","EN"
"2016-05-11","E0","Lost",4.43,3.66,1.82,2015,"Watford",0,"(4,5]","EN"
"2016-05-15","E0","Draw",2.02,3.62,3.58,2015,"Watford",0,"(2,2.5]","EN"
"2016-08-13","E0","Draw",4.62,3.56,1.82,2016,"Watford",0,"(4,5]","EN"
"2016-08-20","E0","Lost",5.22,3.66,1.72,2016,"Watford",0,"(5,10]","EN"
"2016-08-27","E0","Lost",5.12,3.72,1.72,2016,"Watford",0,"(5,10]","EN"
"2016-09-10","E0","Win",4.35,3.53,1.88,2016,"Watford",1,"(4,5]","EN"
"2016-09-18","E0","Win",5.67,3.95,1.63,2016,"Watford",1,"(5,10]","EN"
"2016-09-26","E0","Lost",2.59,3.17,2.9,2016,"Watford",0,"(2.5,3]","EN"
"2016-10-01","E0","Draw",2.35,3.28,3.21,2016,"Watford",0,"(2,2.5]","EN"
"2016-10-16","E0","Win",3.5,3.21,2.25,2016,"Watford",1,"(3,3.5]","EN"
"2016-10-22","E0","Draw",3.27,3.3,2.31,2016,"Watford",0,"(3,3.5]","EN"
"2016-10-29","E0","Win",1.75,3.64,5.16,2016,"Watford",1,"(1.5,2]","EN"
"2016-11-06","E0","Lost",11.25,5.9,1.28,2016,"Watford",0,"(10,100]","EN"
"2016-11-19","E0","Win",2.8,3.24,2.67,2016,"Watford",1,"(2.5,3]","EN"
"2016-11-27","E0","Lost",2.38,3.26,3.16,2016,"Watford",0,"(2,2.5]","EN"
"2016-12-03","E0","Lost",3.65,3.27,2.16,2016,"Watford",0,"(3.5,4]","EN"
"2016-12-10","E0","Win",3.06,3.28,2.44,2016,"Watford",1,"(3,3.5]","EN"
"2016-12-14","E0","Lost",11.65,6.26,1.26,2016,"Watford",0,"(10,100]","EN"
"2016-12-17","E0","Lost",2.9,3.21,2.6,2016,"Watford",0,"(2.5,3]","EN"
"2016-12-26","E0","Draw",2.47,3.28,3,2016,"Watford",0,"(2,2.5]","EN"
"2017-01-01","E0","Lost",5.49,3.8,1.67,2016,"Watford",0,"(5,10]","EN"
"2017-01-03","E0","Lost",4.37,3.51,1.88,2016,"Watford",0,"(4,5]","EN"
"2017-01-14","E0","Draw",2.49,3.1,3.16,2016,"Watford",0,"(2,2.5]","EN"
"2017-01-21","E0","Draw",4.52,3.64,1.84,2016,"Watford",0,"(4,5]","EN"
"2017-01-31","E0","Win",13.3,6.51,1.23,2016,"Watford",1,"(10,100]","EN"
"2017-02-04","E0","Win",2.12,3.26,3.83,2016,"Watford",1,"(2,2.5]","EN"
"2017-02-11","E0","Lost",12.92,6.19,1.25,2016,"Watford",0,"(10,100]","EN"
"2017-02-25","E0","Draw",2.57,3.22,2.91,2016,"Watford",0,"(2.5,3]","EN"
"2017-03-04","E0","Lost",3.51,3.28,2.22,2016,"Watford",0,"(3.5,4]","EN"
"2017-03-18","E0","Lost",4.39,3.42,1.92,2016,"Watford",0,"(4,5]","EN"
"2017-04-01","E0","Win",1.84,3.56,4.57,2016,"Watford",1,"(1.5,2]","EN"
"2017-04-04","E0","Win",2.49,3.14,3.13,2016,"Watford",1,"(2,2.5]","EN"
"2017-04-08","E0","Lost",13.34,6.1,1.24,2016,"Watford",0,"(10,100]","EN"
"2017-04-15","E0","Win",2.48,3.23,2.98,2016,"Watford",1,"(2,2.5]","EN"
"2017-04-22","E0","Lost",4.23,3.55,1.9,2016,"Watford",0,"(4,5]","EN"
"2017-05-01","E0","Lost",6.09,4.24,1.55,2016,"Watford",0,"(5,10]","EN"
"2017-05-06","E0","Lost",6.25,4.02,1.58,2016,"Watford",0,"(5,10]","EN"
"2017-05-12","E0","Lost",7.39,4.57,1.45,2016,"Watford",0,"(5,10]","EN"
"2017-05-15","E0","Lost",12.61,6.54,1.24,2016,"Watford",0,"(10,100]","EN"
"2017-05-21","E0","Lost",10.78,5.9,1.28,2016,"Watford",0,"(10,100]","EN"
"2017-08-12","E0","Draw",5.75,4.06,1.6,2017,"Watford",0,"(5,10]","EN"
"2017-08-19","E0","Win",3.9,3.56,1.96,2017,"Watford",1,"(3.5,4]","EN"
"2017-08-26","E0","Draw",1.95,3.37,4.26,2017,"Watford",0,"(1.5,2]","EN"
"2017-09-09","E0","Win",5.56,3.86,1.66,2017,"Watford",1,"(5,10]","EN"
"2017-09-16","E0","Lost",8.75,5.36,1.34,2017,"Watford",0,"(5,10]","EN"
"2017-09-23","E0","Win",3.17,3.26,2.36,2017,"Watford",1,"(3,3.5]","EN"
"2017-09-30","E0","Draw",3.49,3.14,2.24,2017,"Watford",0,"(3,3.5]","EN"
"2017-10-14","E0","Win",5.17,4.18,1.63,2017,"Watford",1,"(5,10]","EN"
"2017-10-21","E0","Lost",8.7,5.02,1.36,2017,"Watford",0,"(5,10]","EN"
"2017-10-28","E0","Lost",2.03,3.52,3.71,2017,"Watford",0,"(2,2.5]","EN"
"2017-11-05","E0","Lost",3.52,3.34,2.16,2017,"Watford",0,"(3.5,4]","EN"
"2017-11-19","E0","Win",2.1,3.42,3.61,2017,"Watford",1,"(2,2.5]","EN"
"2017-11-25","E0","Win",3.42,3.34,2.2,2017,"Watford",1,"(3,3.5]","EN"
"2017-11-28","E0","Lost",5.09,3.88,1.7,2017,"Watford",0,"(5,10]","EN"
"2017-12-02","E0","Draw",4.9,3.93,1.7,2017,"Watford",0,"(4,5]","EN"
"2017-12-09","E0","Lost",2.98,3.18,2.53,2017,"Watford",0,"(2.5,3]","EN"
"2017-12-12","E0","Lost",3.21,3.45,2.26,2017,"Watford",0,"(3,3.5]","EN"
"2017-12-16","E0","Lost",1.76,3.67,4.87,2017,"Watford",0,"(1.5,2]","EN"
"2017-12-23","E0","Lost",2.93,3.14,2.6,2017,"Watford",0,"(2.5,3]","EN"
"2017-12-26","E0","Win",2.5,3.42,2.82,2017,"Watford",1,"(2,2.5]","EN"
"2017-12-30","E0","Lost",1.69,3.69,5.39,2017,"Watford",0,"(1.5,2]","EN"
"2018-01-02","E0","Lost",17.55,8.1,1.16,2017,"Watford",0,"(10,100]","EN"
"2018-01-13","E0","Draw",2.46,3.33,2.94,2017,"Watford",0,"(2,2.5]","EN"
"2018-01-20","E0","Lost",4.22,3.75,1.84,2017,"Watford",0,"(4,5]","EN"
"2018-01-31","E0","Draw",3.3,3.44,2.22,2017,"Watford",0,"(3,3.5]","EN"
"2018-02-05","E0","Win",5.78,3.96,1.61,2017,"Watford",1,"(5,10]","EN"
"2018-02-10","E0","Lost",2.93,3.28,2.48,2017,"Watford",0,"(2.5,3]","EN"
"2018-02-24","E0","Win",2.21,3.33,3.42,2017,"Watford",1,"(2,2.5]","EN"
"2018-03-03","E0","Win",2.13,3.29,3.73,2017,"Watford",1,"(2,2.5]","EN"
"2018-03-11","E0","Lost",6.67,4.62,1.47,2017,"Watford",0,"(5,10]","EN"
"2018-03-17","E0","Lost",15.4,7.39,1.19,2017,"Watford",0,"(10,100]","EN"
"2018-03-31","E0","Draw",2.32,3.39,3.12,2017,"Watford",0,"(2,2.5]","EN"
"2018-04-07","E0","Lost",2.33,3.15,3.36,2017,"Watford",0,"(2,2.5]","EN"
"2018-04-14","E0","Lost",2.88,3.15,2.63,2017,"Watford",0,"(2.5,3]","EN"
"2018-04-21","E0","Draw",2.9,3.33,2.5,2017,"Watford",0,"(2.5,3]","EN"
"2018-04-30","E0","Lost",18.87,8.03,1.15,2017,"Watford",0,"(10,100]","EN"
"2018-05-05","E0","Win",2.37,3.29,3.14,2017,"Watford",1,"(2,2.5]","EN"
"2018-05-13","E0","Lost",8.21,5.12,1.37,2017,"Watford",0,"(5,10]","EN"
"2018-08-11","E0","Win",2.36,3.14,3.31,2018,"Watford",1,"(2,2.5]","EN"
"2018-08-19","E0","Win",3.34,3.04,2.39,2018,"Watford",1,"(3,3.5]","EN"
"2018-08-26","E0","Win",2.55,3.22,2.92,2018,"Watford",1,"(2.5,3]","EN"
"2018-09-02","E0","Win",5.38,4.13,1.62,2018,"Watford",1,"(5,10]","EN"
"2018-09-15","E0","Lost",4.16,3.55,1.93,2018,"Watford",0,"(4,5]","EN"
"2018-09-22","E0","Draw",2.9,3.43,2.46,2018,"Watford",0,"(2.5,3]","EN"
"2008-08-15","D2","Lost",4.72,3.46,1.66,2008,"Wehen",0,"(4,5]","DE"
"2008-08-24","D2","Draw",2.79,3.23,2.32,2008,"Wehen",0,"(2.5,3]","DE"
"2008-08-31","D2","Draw",3.7,3.27,1.91,2008,"Wehen",0,"(3.5,4]","DE"
"2008-09-14","D2","Draw",2.95,3.23,2.21,2008,"Wehen",0,"(2.5,3]","DE"
"2008-09-21","D2","Lost",6.36,3.74,1.48,2008,"Wehen",0,"(5,10]","DE"
"2008-09-28","D2","Lost",2.07,3.23,3.27,2008,"Wehen",0,"(2,2.5]","DE"
"2008-10-06","D2","Lost",7.82,4.31,1.35,2008,"Wehen",0,"(5,10]","DE"
"2008-10-19","D2","Win",2.27,3.22,2.89,2008,"Wehen",1,"(2,2.5]","DE"
"2008-10-24","D2","Lost",5.5,3.71,1.56,2008,"Wehen",0,"(5,10]","DE"
"2008-10-28","D2","Draw",2.13,3.24,3.15,2008,"Wehen",0,"(2,2.5]","DE"
"2008-10-31","D2","Draw",7.97,4.39,1.35,2008,"Wehen",0,"(5,10]","DE"
"2008-11-07","D2","Win",3.76,3.35,1.9,2008,"Wehen",1,"(3.5,4]","DE"
"2008-11-14","D2","Draw",3.72,3.31,1.91,2008,"Wehen",0,"(3.5,4]","DE"
"2008-11-23","D2","Draw",2,3.25,3.43,2008,"Wehen",0,"(1.5,2]","DE"
"2008-11-30","D2","Draw",5.08,3.51,1.63,2008,"Wehen",0,"(5,10]","DE"
"2008-12-07","D2","Lost",2.42,3.18,2.7,2008,"Wehen",0,"(2,2.5]","DE"
"2008-12-14","D2","Lost",4.44,3.4,1.74,2008,"Wehen",0,"(4,5]","DE"
"2009-02-01","D2","Win",2.75,3.23,2.36,2008,"Wehen",1,"(2.5,3]","DE"
"2009-02-08","D2","Lost",5.56,3.6,1.57,2008,"Wehen",0,"(5,10]","DE"
"2009-02-13","D2","Lost",1.99,3.26,3.56,2008,"Wehen",0,"(1.5,2]","DE"
"2009-02-22","D2","Lost",6.76,3.9,1.45,2008,"Wehen",0,"(5,10]","DE"
"2009-02-27","D2","Lost",3.66,3.28,1.97,2008,"Wehen",0,"(3.5,4]","DE"
"2009-03-08","D2","Lost",3.37,3.26,2.05,2008,"Wehen",0,"(3,3.5]","DE"
"2009-03-16","D2","Lost",4.15,3.32,1.81,2008,"Wehen",0,"(4,5]","DE"
"2009-03-20","D2","Lost",4.28,3.36,1.8,2008,"Wehen",0,"(4,5]","DE"
"2009-04-05","D2","Win",2.52,3.23,2.61,2008,"Wehen",1,"(2.5,3]","DE"
"2009-04-09","D2","Draw",3.57,3.27,2,2008,"Wehen",0,"(3.5,4]","DE"
"2009-04-19","D2","Lost",3.03,3.24,2.21,2008,"Wehen",0,"(3,3.5]","DE"
"2009-04-26","D2","Lost",7.77,4.1,1.39,2008,"Wehen",0,"(5,10]","DE"
"2009-05-01","D2","Lost",2.38,3.25,2.78,2008,"Wehen",0,"(2,2.5]","DE"
"2009-05-08","D2","Win",5.86,3.73,1.55,2008,"Wehen",1,"(5,10]","DE"
"2009-05-12","D2","Draw",3.3,3.35,2.05,2008,"Wehen",0,"(3,3.5]","DE"
"2009-05-17","D2","Draw",7.5,4.22,1.38,2008,"Wehen",0,"(5,10]","DE"
"2009-05-24","D2","Draw",5.41,3.85,1.55,2008,"Wehen",0,"(5,10]","DE"
"2008-08-16","D1","Draw",1.8,3.45,4.3,2008,"Werder Bremen",0,"(1.5,2]","DE"
"2008-08-23","D1","Draw",1.97,3.34,3.65,2008,"Werder Bremen",0,"(1.5,2]","DE"
"2008-08-30","D1","Lost",1.84,3.4,4.09,2008,"Werder Bremen",0,"(1.5,2]","DE"
"2008-09-13","D1","Win",1.26,5.18,10.02,2008,"Werder Bremen",1,"(1,1.5]","DE"
"2008-09-20","D1","Win",4.78,3.48,1.7,2008,"Werder Bremen",1,"(4,5]","DE"
"2008-09-27","D1","Win",1.45,4.03,6.92,2008,"Werder Bremen",1,"(1,1.5]","DE"
"2008-10-04","D1","Lost",2.66,3.27,2.48,2008,"Werder Bremen",0,"(2.5,3]","DE"
"2008-10-18","D1","Draw",1.68,3.5,4.83,2008,"Werder Bremen",0,"(1.5,2]","DE"
"2008-10-25","D1","Draw",2.09,3.34,3.28,2008,"Werder Bremen",0,"(2,2.5]","DE"
"2008-10-28","D1","Lost",2.07,3.32,3.35,2008,"Werder Bremen",0,"(2,2.5]","DE"
"2008-11-01","D1","Win",1.71,3.48,4.64,2008,"Werder Bremen",1,"(1.5,2]","DE"
"2008-11-08","D1","Draw",1.81,3.47,4.12,2008,"Werder Bremen",0,"(1.5,2]","DE"
"2008-11-16","D1","Win",1.45,4.01,6.95,2008,"Werder Bremen",1,"(1,1.5]","DE"
"2008-11-23","D1","Lost",2.79,3.31,2.37,2008,"Werder Bremen",0,"(2.5,3]","DE"
"2008-11-29","D1","Win",1.39,4.32,7.76,2008,"Werder Bremen",1,"(1,1.5]","DE"
"2008-12-06","D1","Lost",1.69,3.54,4.78,2008,"Werder Bremen",0,"(1.5,2]","DE"
"2008-12-13","D1","Win",2.03,3.41,3.39,2008,"Werder Bremen",1,"(2,2.5]","DE"
"2009-02-01","D1","Lost",1.36,4.49,8.18,2008,"Werder Bremen",0,"(1,1.5]","DE"
"2009-02-07","D1","Lost",3.57,3.3,2,2008,"Werder Bremen",0,"(3.5,4]","DE"
"2009-02-14","D1","Draw",1.38,4.36,7.89,2008,"Werder Bremen",0,"(1,1.5]","DE"
"2009-02-21","D1","Lost",1.82,3.42,4.13,2008,"Werder Bremen",0,"(1.5,2]","DE"
"2009-03-01","D1","Draw",2.99,3.29,2.27,2008,"Werder Bremen",0,"(2.5,3]","DE"
"2009-03-07","D1","Draw",2.4,3.29,2.81,2008,"Werder Bremen",0,"(2,2.5]","DE"
"2009-03-15","D1","Win",1.95,3.38,3.68,2008,"Werder Bremen",1,"(1.5,2]","DE"
"2009-03-21","D1","Lost",2.43,3.24,2.77,2008,"Werder Bremen",0,"(2,2.5]","DE"
"2009-04-05","D1","Win",1.42,4.23,7.44,2008,"Werder Bremen",1,"(1,1.5]","DE"
"2009-04-12","D1","Draw",2.85,3.31,2.35,2008,"Werder Bremen",0,"(2.5,3]","DE"
"2009-04-19","D1","Lost",2.46,3.28,2.75,2008,"Werder Bremen",0,"(2,2.5]","DE"
"2009-04-25","D1","Win",1.45,4.14,7.13,2008,"Werder Bremen",1,"(1,1.5]","DE"
"2009-05-03","D1","Lost",2.22,3.3,3.1,2008,"Werder Bremen",0,"(2,2.5]","DE"
"2009-05-10","D1","Win",2.45,3.31,2.74,2008,"Werder Bremen",1,"(2,2.5]","DE"
"2009-05-13","D1","Win",2.62,3.3,2.53,2008,"Werder Bremen",1,"(2.5,3]","DE"
"2009-05-16","D1","Lost",1.51,4.07,5.87,2008,"Werder Bremen",0,"(1.5,2]","DE"
"2009-05-23","D1","Lost",7.05,4.35,1.42,2008,"Werder Bremen",0,"(5,10]","DE"
"2009-08-08","D1","Lost",1.41,4.22,7.49,2009,"Werder Bremen",0,"(1,1.5]","DE"
"2009-08-15","D1","Draw",5.35,3.69,1.61,2009,"Werder Bremen",0,"(5,10]","DE"
"2009-08-23","D1","Win",1.43,4.23,7.39,2009,"Werder Bremen",1,"(1,1.5]","DE"
"2009-08-30","D1","Win",2.14,3.35,3.25,2009,"Werder Bremen",1,"(2,2.5]","DE"
"2009-09-13","D1","Draw",1.36,4.53,8.25,2009,"Werder Bremen",0,"(1,1.5]","DE"
"2009-09-20","D1","Draw",3,3.36,2.26,2009,"Werder Bremen",0,"(2.5,3]","DE"
"2009-09-26","D1","Win",1.36,4.63,8,2009,"Werder Bremen",1,"(1,1.5]","DE"
"2009-10-04","D1","Win",2.67,3.3,2.5,2009,"Werder Bremen",1,"(2.5,3]","DE"
"2009-10-17","D1","Win",1.81,3.54,4.15,2009,"Werder Bremen",1,"(1.5,2]","DE"
"2009-10-25","D1","Win",1.68,3.59,4.87,2009,"Werder Bremen",1,"(1.5,2]","DE"
"2009-10-31","D1","Draw",1.62,3.67,5.29,2009,"Werder Bremen",0,"(1.5,2]","DE"
"2009-11-08","D1","Draw",1.67,3.59,5.04,2009,"Werder Bremen",0,"(1.5,2]","DE"
"2009-11-21","D1","Win",1.78,3.47,4.37,2009,"Werder Bremen",1,"(1.5,2]","DE"
"2009-11-28","D1","Draw",1.76,3.6,4.33,2009,"Werder Bremen",0,"(1.5,2]","DE"
"2009-12-06","D1","Draw",1.61,3.74,5.4,2009,"Werder Bremen",0,"(1.5,2]","DE"
"2009-12-12","D1","Lost",1.82,3.44,4.28,2009,"Werder Bremen",0,"(1.5,2]","DE"
"2009-12-20","D1","Lost",2.77,3.27,2.47,2009,"Werder Bremen",0,"(2.5,3]","DE"
"2010-01-16","D1","Lost",1.94,3.36,3.85,2009,"Werder Bremen",0,"(1.5,2]","DE"
"2010-01-23","D1","Lost",3.17,3.32,2.2,2009,"Werder Bremen",0,"(3,3.5]","DE"
"2010-01-30","D1","Lost",1.95,3.41,3.73,2009,"Werder Bremen",0,"(1.5,2]","DE"
"2010-02-05","D1","Win",1.45,4.22,7.14,2009,"Werder Bremen",1,"(1,1.5]","DE"
"2010-02-13","D1","Win",1.79,3.52,4.34,2009,"Werder Bremen",1,"(1.5,2]","DE"
"2010-02-21","D1","Draw",2.18,3.29,3.24,2009,"Werder Bremen",0,"(2,2.5]","DE"
"2010-02-27","D1","Win",1.89,3.4,3.97,2009,"Werder Bremen",1,"(1.5,2]","DE"
"2010-03-06","D1","Draw",1.96,3.41,3.68,2009,"Werder Bremen",0,"(1.5,2]","DE"
"2010-03-14","D1","Win",2.46,3.28,2.76,2009,"Werder Bremen",1,"(2,2.5]","DE"
"2010-03-20","D1","Win",1.33,4.7,8.83,2009,"Werder Bremen",1,"(1,1.5]","DE"
"2010-03-27","D1","Win",1.37,4.49,8.1,2009,"Werder Bremen",1,"(1,1.5]","DE"
"2010-04-03","D1","Lost",2.81,3.29,2.42,2009,"Werder Bremen",0,"(2.5,3]","DE"
"2010-04-10","D1","Win",1.32,4.74,9.02,2009,"Werder Bremen",1,"(1,1.5]","DE"
"2010-04-17","D1","Win",2.54,3.33,2.61,2009,"Werder Bremen",1,"(2.5,3]","DE"
"2010-04-24","D1","Win",1.27,5.32,10.19,2009,"Werder Bremen",1,"(1,1.5]","DE"
"2010-05-01","D1","Win",3.2,3.37,2.16,2009,"Werder Bremen",1,"(3,3.5]","DE"
"2010-05-08","D1","Draw",1.59,3.98,5.11,2009,"Werder Bremen",0,"(1.5,2]","DE"
"2010-08-21","D1","Lost",2.48,3.32,2.74,2010,"Werder Bremen",0,"(2,2.5]","DE"
"2010-08-28","D1","Win",1.4,4.47,7.43,2010,"Werder Bremen",1,"(1,1.5]","DE"
"2010-09-11","D1","Draw",5.64,3.97,1.56,2010,"Werder Bremen",0,"(5,10]","DE"
"2010-09-18","D1","Lost",1.48,4.2,6.34,2010,"Werder Bremen",0,"(1,1.5]","DE"
"2010-09-21","D1","Lost",2.01,3.5,3.53,2010,"Werder Bremen",0,"(2,2.5]","DE"
"2010-09-25","D1","Win",2.33,3.33,2.95,2010,"Werder Bremen",1,"(2,2.5]","DE"
"2010-10-03","D1","Draw",3.37,3.45,2.07,2010,"Werder Bremen",0,"(3,3.5]","DE"
"2010-10-16","D1","Win",1.51,4.12,6.11,2010,"Werder Bremen",1,"(1.5,2]","DE"
"2010-10-23","D1","Win",2.06,3.51,3.37,2010,"Werder Bremen",1,"(2,2.5]","DE"
"2010-10-30","D1","Lost",1.51,4.1,6.18,2010,"Werder Bremen",0,"(1.5,2]","DE"
"2010-11-07","D1","Lost",2.69,3.39,2.49,2010,"Werder Bremen",0,"(2.5,3]","DE"
"2010-11-13","D1","Draw",1.91,3.59,3.77,2010,"Werder Bremen",0,"(1.5,2]","DE"
"2010-11-20","D1","Lost",3.21,3.38,2.18,2010,"Werder Bremen",0,"(3,3.5]","DE"
"2010-11-28","D1","Win",1.77,3.62,4.44,2010,"Werder Bremen",1,"(1.5,2]","DE"
"2010-12-04","D1","Draw",3.53,3.51,2,2010,"Werder Bremen",0,"(3.5,4]","DE"
"2010-12-11","D1","Lost",5.43,4.01,1.58,2010,"Werder Bremen",0,"(5,10]","DE"
"2010-12-18","D1","Lost",1.6,3.95,5.32,2010,"Werder Bremen",0,"(1.5,2]","DE"
"2011-01-15","D1","Win",2.01,3.47,3.59,2010,"Werder Bremen",1,"(2,2.5]","DE"
"2011-01-22","D1","Lost",2.35,3.32,2.94,2010,"Werder Bremen",0,"(2,2.5]","DE"
"2011-01-29","D1","Lost",4.92,3.77,1.67,2010,"Werder Bremen",0,"(4,5]","DE"
"2011-02-05","D1","Draw",2.89,3.36,2.36,2010,"Werder Bremen",0,"(2.5,3]","DE"
"2011-02-13","D1","Draw",1.74,3.65,4.51,2010,"Werder Bremen",0,"(1.5,2]","DE"
"2011-02-19","D1","Lost",3.98,3.48,1.9,2010,"Werder Bremen",0,"(3.5,4]","DE"
"2011-02-27","D1","Draw",3.06,3.38,2.26,2010,"Werder Bremen",0,"(3,3.5]","DE"
"2011-03-06","D1","Win",2.8,3.35,2.44,2010,"Werder Bremen",1,"(2.5,3]","DE"
"2011-03-12","D1","Draw",1.67,3.83,4.9,2010,"Werder Bremen",0,"(1.5,2]","DE"
"2011-03-19","D1","Win",3.03,3.42,2.26,2010,"Werder Bremen",1,"(3,3.5]","DE"
"2011-04-02","D1","Draw",2.22,3.45,3.12,2010,"Werder Bremen",0,"(2,2.5]","DE"
"2011-04-08","D1","Draw",2.45,3.42,2.81,2010,"Werder Bremen",0,"(2,2.5]","DE"
"2011-04-16","D1","Draw",2.11,3.38,3.37,2010,"Werder Bremen",0,"(2,2.5]","DE"
"2011-04-23","D1","Win",2.17,3.41,3.22,2010,"Werder Bremen",1,"(2,2.5]","DE"
"2011-04-29","D1","Lost",2.05,3.54,3.47,2010,"Werder Bremen",0,"(2,2.5]","DE"
"2011-05-07","D1","Win",2.04,3.52,3.44,2010,"Werder Bremen",1,"(2,2.5]","DE"
"2011-05-14","D1","Lost",3.11,3.43,2.21,2010,"Werder Bremen",0,"(3,3.5]","DE"
"2011-08-06","D1","Win",1.82,3.55,4.31,2011,"Werder Bremen",1,"(1.5,2]","DE"
"2011-08-14","D1","Lost",4.03,3.54,1.87,2011,"Werder Bremen",0,"(4,5]","DE"
"2011-08-20","D1","Win",1.58,3.96,5.66,2011,"Werder Bremen",1,"(1.5,2]","DE"
"2011-08-27","D1","Win",3,3.38,2.29,2011,"Werder Bremen",1,"(2.5,3]","DE"
"2011-09-10","D1","Win",1.58,4.06,5.29,2011,"Werder Bremen",1,"(1.5,2]","DE"
"2011-09-17","D1","Draw",2.54,3.37,2.67,2011,"Werder Bremen",0,"(2.5,3]","DE"
"2011-09-25","D1","Win",1.83,3.57,4.18,2011,"Werder Bremen",1,"(1.5,2]","DE"
"2011-10-02","D1","Lost",2.52,3.37,2.68,2011,"Werder Bremen",0,"(2.5,3]","DE"
"2011-10-14","D1","Lost",2.85,3.39,2.39,2011,"Werder Bremen",0,"(2.5,3]","DE"
"2011-10-21","D1","Draw",1.96,3.55,3.73,2011,"Werder Bremen",0,"(1.5,2]","DE"
"2011-10-29","D1","Win",2.54,3.34,2.68,2011,"Werder Bremen",1,"(2.5,3]","DE"
"2011-11-05","D1","Win",1.49,4.21,6.43,2011,"Werder Bremen",1,"(1,1.5]","DE"
"2011-11-19","D1","Lost",2.81,3.33,2.45,2011,"Werder Bremen",0,"(2.5,3]","DE"
"2011-11-27","D1","Win",2.14,3.39,3.29,2011,"Werder Bremen",1,"(2,2.5]","DE"
"2011-12-03","D1","Lost",9.57,5.31,1.3,2011,"Werder Bremen",0,"(5,10]","DE"
"2011-12-10","D1","Win",1.62,3.94,5.2,2011,"Werder Bremen",1,"(1.5,2]","DE"
"2011-12-17","D1","Lost",3.56,3.46,2.02,2011,"Werder Bremen",0,"(3.5,4]","DE"
"2012-01-21","D1","Draw",2.42,3.31,2.85,2011,"Werder Bremen",0,"(2,2.5]","DE"
"2012-01-28","D1","Draw",2.25,3.34,3.11,2011,"Werder Bremen",0,"(2,2.5]","DE"
"2012-02-05","D1","Draw",2.19,3.36,3.19,2011,"Werder Bremen",0,"(2,2.5]","DE"
"2012-02-11","D1","Draw",1.88,3.45,4.09,2011,"Werder Bremen",0,"(1.5,2]","DE"
"2012-02-18","D1","Win",3.47,3.4,2.07,2011,"Werder Bremen",1,"(3,3.5]","DE"
"2012-02-25","D1","Lost",1.8,3.56,4.32,2011,"Werder Bremen",0,"(1.5,2]","DE"
"2012-03-03","D1","Lost",2.74,3.31,2.51,2011,"Werder Bremen",0,"(2.5,3]","DE"
"2012-03-11","D1","Win",1.97,3.42,3.71,2011,"Werder Bremen",1,"(1.5,2]","DE"
"2012-03-17","D1","Lost",8.82,4.75,1.35,2011,"Werder Bremen",0,"(5,10]","DE"
"2012-03-24","D1","Draw",1.81,3.5,4.47,2011,"Werder Bremen",0,"(1.5,2]","DE"
"2012-03-31","D1","Lost",2.07,3.38,3.47,2011,"Werder Bremen",0,"(2,2.5]","DE"
"2012-04-07","D1","Draw",2.39,3.39,2.86,2011,"Werder Bremen",0,"(2,2.5]","DE"
"2012-04-10","D1","Draw",2.43,3.35,2.87,2011,"Werder Bremen",0,"(2,2.5]","DE"
"2012-04-13","D1","Lost",4.38,3.76,1.77,2011,"Werder Bremen",0,"(4,5]","DE"
"2012-04-21","D1","Lost",3.11,3.41,2.23,2011,"Werder Bremen",0,"(3,3.5]","DE"
"2012-04-28","D1","Lost",3.33,3.49,2.08,2011,"Werder Bremen",0,"(3,3.5]","DE"
"2012-05-05","D1","Lost",2.51,3.47,2.62,2011,"Werder Bremen",0,"(2.5,3]","DE"
"2012-08-24","D1","Lost",9.71,5.45,1.3,2012,"Werder Bremen",0,"(5,10]","DE"
"2012-09-01","D1","Win",1.75,3.67,4.58,2012,"Werder Bremen",1,"(1.5,2]","DE"
"2012-09-15","D1","Lost",3.01,3.39,2.3,2012,"Werder Bremen",0,"(3,3.5]","DE"
"2012-09-23","D1","Draw",1.92,3.51,3.87,2012,"Werder Bremen",0,"(1.5,2]","DE"
"2012-09-26","D1","Win",2.64,3.39,2.58,2012,"Werder Bremen",1,"(2.5,3]","DE"
"2012-09-29","D1","Lost",5.79,4.18,1.54,2012,"Werder Bremen",0,"(5,10]","DE"
"2012-10-05","D1","Lost",2.49,3.41,2.76,2012,"Werder Bremen",0,"(2,2.5]","DE"
